EDGAR Country Code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
ABW,Aruba,0.045175751893847,0.050062903886213,0.060857416975044,0.065847310919317,0.065107873994125,0.079127647967295,0.078179274263746,0.088895859450138,0.093714704897821,0.097665785204639,0.10165192212282,0.10490728805401,0.10441387257037,0.10699398235352,0.12165227974978,0.12734098103004,0.13703445952057,0.15183371003309,0.16591058311155,0.22102118738142,0.21437892963425,0.24186495203582,0.2667603976238,0.27040581246734,0.29753946275463,0.32718931571624,0.22576100530707,0.35329313081485,0.36187004579427,0.35233205548402,0.33576535665302,0.34413526901529,0.36322198927629,0.41224577891615,0.43018714494396,0.46264752172366,0.46057352029614,0.50089633333526,0.49307078241267,0.52692259559467,0.50750696192209,0.33712479770964,0.40998618526468,0.46384819732168,0.47508054567016,0.47646118357545,0.49411402162085,0.46718855186057,0.50207680611727,0.57582232137938,0.49473074689812,0.47919175748843,0.49668275490973
AFG,Afghanistan,17.336192119054,17.292793259569,15.342250729905,15.966060195834,17.278442837745,17.984253307833,17.989106846085,18.153413876924,17.700459320288,17.494762566175,17.521779913052,17.614388349689,17.557566142915,17.492822657539,16.435935592879,16.369496938235,14.64739149222,14.235156747093,14.39958715991,13.670698457372,13.775604486951,13.854653509001,12.903649138827,13.071130375652,13.228592997992,13.624676502442,14.969407828975,16.06067866158,16.910713603333,17.93944796308,16.045419970692,14.387894627423,17.044710352183,17.73231773905,17.789451446535,18.191324358403,18.46103625838,19.617554516404,23.089808253357,26.313461233388,30.190939312858,34.470277410811,32.464602002715,30.899954138584,31.214446065402,31.20849536015,30.567230375324,31.773006862607,31.439839765037,30.322850946054,28.150674188763,28.953696705176,29.117879023303
AGO,Angola,20.138364410556,20.018415792156,22.721001179694,24.375911254966,25.083207728244,23.889923834971,19.960419378896,24.620945111812,26.753413173983,27.34733334789,27.854703806423,26.407853642905,26.690607288938,28.580064875528,29.537986198782,31.315767706983,32.915260441043,35.071078735806,37.650472236211,38.060279142778,34.957036435018,34.82594233415,33.94866932926,37.776232424679,48.925967885113,56.341504996649,67.368212036903,70.213914903401,75.471421555047,76.240465425748,71.461337958258,69.302388593695,68.052257144105,68.303989784021,74.427107292736,73.533899862726,66.560642610171,65.7176983402,70.042772007397,71.173426339765,78.130868527498,76.691709755725,78.413032820252,82.985492822247,85.186645175464,90.110603980062,87.096037417433,81.888045288521,78.215748669981,77.435410713921,71.682513239401,69.613898180875,66.480057593851
AIA,Anguilla,0.0042563609555544,0.0042575606251257,0.0043580652453344,0.0042014174930127,0.0044505727869759,0.0046924109274341,0.0045262089664838,0.0046274917068381,0.0049947494790251,0.0053000064284373,0.0065306502110907,0.0088285319371488,0.0092851036895786,0.0083191017538457,0.0080215660808056,0.0058279174339566,0.0053767996054411,0.0085313699146756,0.0083109682439285,0.0087765867059807,0.0088463526917843,0.010462509890302,0.01089467209695,0.013085331711076,0.01645318172627,0.019952483754561,0.019860245275491,0.017210091601164,0.016131932023392,0.015510534215287,0.019387952458491,0.01996128431123,0.014844671423801,0.018271592382467,0.01772343104847,0.018016772762541,0.017228831468763,0.016801137157477,0.020271888470786,0.024959933890873,0.028984431556475,0.031086623814387,0.031155292705444,0.033171173157136,0.033173595539555,0.03331812160413,0.033730984481689,0.034494365194283,0.033630960809391,0.033000431464663,0.028106836218339,0.027267450517727,0.028098791442249
AIR,International Aviation,171.1604553297,171.14798221444,181.49201900406,189.26121306734,182.1232457004,176.10763773456,176.41201209354,192.35412801321,199.24574954402,206.07813077457,204.84730059987,204.21677749545,211.49941238497,213.3814393804,221.3801272276,227.55722435291,250.0542195406,264.23404853228,279.14812899301,293.28821210611,261.80448521853,254.58912108546,262.94769360637,268.01345395301,281.55927523786,292.18625837075,304.04349923508,318.875273144,329.38380261146,343.38052586289,355.89283850937,350.0055917851,370.72892085918,368.67439864104,398.16459386098,423.30909995682,438.97799286993,452.80702470938,460.48642694064,439.01351581695,464.91417854307,479.83130529539,479.99632363693,488.02546481304,503.95257604281,532.8782840924,555.78521969874,591.07931374985,617.43035568192,627.47830146885,299.32586796928,345.37600150301,425.96373518705
ALB,Albania,8.2612502236986,8.2058617900689,9.1409237002741,8.6339414559468,8.9069083928064,9.1137065407313,9.7380741617314,10.293177407653,11.313206700597,12.4756074422,12.679358647449,11.704694007235,12.348128849132,13.198723127883,13.512289901792,13.077273837377,13.302952895882,13.592364956074,13.498098412847,13.389465958774,11.56814994622,9.0843288541255,6.1949917121474,6.2312245427521,6.9254767228472,6.5670558406481,6.3060097941035,5.5601929606826,5.8286607365187,7.0404198975644,7.2513888659751,7.4456919478245,8.0731754514382,8.2655109369832,8.4765832435334,8.070085089579,8.1154375732994,8.0716269703564,7.8554765406994,7.8331212515495,8.1417969105435,8.5434629305811,8.2536503242366,8.5149342595469,9.0065287816237,8.8458744407966,8.4616233991618,9.2812568430684,9.2293802383895,8.7444897766291,7.8631038319776,7.8981214836983,7.9833788940051
ANT,Curaçao,15.078583486922,15.079804712489,14.655983053899,16.207121176299,14.673434605,10.588782180954,11.262906733836,11.399491293872,9.6865063768495,9.581679910121,9.090548666009,8.4261420628454,7.6491682790693,7.184108433433,7.0090892593312,4.6975783904068,4.4866355420726,4.1656055969344,3.6579663630137,3.1455338629236,2.8559469534826,2.9588185527068,3.0928565172944,2.570472639097,2.8790684700844,2.8859917527247,2.9159002996896,5.5402517673415,5.7256335717953,5.6767259740303,5.8987250570533,5.8972822766744,5.63997349552,5.6404771383927,5.8621274193964,6.1461538392814,6.0045202919299,6.4924153304652,6.4339382855416,6.0940068275071,4.4504207736032,5.7209678961344,5.8146340037115,5.345672905028,5.8843283383102,5.9466918942043,5.169312814947,4.1715413636053,3.3793407382171,2.6207096984424,2.1583709597846,2.0814870017636,2.1544734856154
ARE,United Arab Emirates,29.374888444874,35.426628611552,38.993140476361,50.04015323335,51.456608224407,52.467376079304,63.653670347111,65.291138110578,71.509078746893,57.119856303778,60.098865472304,55.780072989581,54.165527331603,51.766882796575,65.873776008222,68.762843879952,69.288359438253,73.340645495047,72.86099802532,82.609294794484,84.786916530569,94.155976369003,93.097087312721,100.06579712966,106.18396324433,112.66310701691,118.55359845066,121.08295718214,122.23327300815,125.50216686661,127.72373725469,142.19371431142,143.83964366346,152.13073087641,159.23488212958,169.62906977269,176.72506032604,187.32790720469,214.96629772405,215.94581783359,224.91554445331,232.81621045721,243.67360855534,255.45776576698,258.79582813151,272.73155883436,281.1532245413,270.98776927524,253.46748799055,268.69614790779,271.282328231,286.75927068366,295.1102634366
ARG,Argentina,223.21092688364,226.61398340972,233.78241182738,241.8043861353,242.49929753217,243.24207333725,251.85530360847,262.40274438461,255.0680534703,261.12224960588,256.66686127358,251.05130129728,248.12255604433,254.94034035334,256.68280213088,248.5344323395,254.78690303186,259.16316075246,268.40868403737,268.0926050552,262.67015624349,266.69335387808,268.75622593396,271.45020924655,277.269515628,280.32201067632,288.08287345295,293.17879911204,298.09956259434,305.61959179051,303.67593232591,299.48449798445,298.40053610663,321.58799872536,341.76604192207,344.82710482282,358.58099488174,365.36094201889,366.06684204183,343.24772130354,346.29466297332,353.77343960201,358.82371625735,368.29518000788,366.64454476712,375.12491638054,375.90125091587,379.16933039413,378.29167583713,373.74727194168,359.02566397894,378.42035271125,382.99247813017
ARM,Armenia,15.350071297246,15.846952114173,16.677633517028,17.558848067721,18.413119904257,19.553635702456,20.028775127308,20.506094830917,21.257001725849,21.797918967109,22.740659264165,22.612892253831,22.970820325192,22.859682530972,22.930049543758,23.045705867308,23.446930419032,24.101271786659,24.375916388989,24.344439044823,24.373255780186,24.938649384216,14.040659786261,7.7340308896234,5.3950812052716,6.073781357501,5.1247062602932,5.8344838423237,5.8745160346768,5.5080391840747,6.0338667772288,6.1780781015259,5.7432634716414,6.2010669563549,6.678035222481,7.4296518129611,7.4016186680265,8.1674804761621,8.6424369358192,7.3508025541779,7.0959072103055,7.7230933281945,8.5944885876418,8.6042892786739,8.682475860551,8.6180409331455,8.428328277003,8.6239573588188,8.7851716808102,9.2674067411759,9.802551076226,10.00260527343,9.3770313384909
